branch_id,branch_name,city,date,year_month,hour,daypart,tickets,total_quantity,revenue,ingredient_cost,gross_margin,tips,avg_ticket,socioeconomic_level,capacity_people,num_employees,operational_cost_total,digital_engagement,digital_sentiment_score,digital_conversion_rate
SUC001,Ciudad de México Centro,Ciudad de México,2025-02-24,2025-02,13,Comida,1,1,175,55,120,35.0,175.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-02-24,2025-02,14,Comida,1,2,178,50,128,26.7,178.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-02-24,2025-02,15,Comida,1,1,95,25,70,9.5,95.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-02-25,2025-02,12,Comida,1,1,135,40,95,27.0,135.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-02-26,2025-02,15,Comida,1,2,150,50,100,0.0,150.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-02-27,2025-02,12,Comida,2,4,460,132,328,85.0,230.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-02-27,2025-02,14,Comida,1,2,190,50,140,19.0,190.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-02-27,2025-02,19,Tarde,1,2,190,50,140,28.5,190.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-02-28,2025-02,14,Comida,1,2,70,14,56,7.0,70.0,Alto,120,25,280000.0,8.0,1.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-02-28,2025-02,15,Comida,1,2,170,56,114,34.0,170.0,Alto,120,25,280000.0,8.0,1.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-02-28,2025-02,21,Noche,1,3,405,120,285,0.0,405.0,Alto,120,25,280000.0,8.0,1.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-01,2025-03,12,Comida,1,3,105,24,81,15.75,105.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-01,2025-03,20,Tarde,1,1,95,30,65,14.25,95.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-02,2025-03,14,Comida,1,1,35,8,27,3.5,35.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-03,2025-03,13,Comida,1,2,178,50,128,17.8,178.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-04,2025-03,21,Noche,1,2,170,56,114,25.5,170.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-05,2025-03,13,Comida,1,2,70,16,54,7.0,70.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-05,2025-03,14,Comida,1,1,95,25,70,14.25,95.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-05,2025-03,15,Comida,1,3,585,174,411,87.75,585.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-05,2025-03,19,Tarde,1,1,55,15,40,8.25,55.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-07,2025-03,14,Comida,1,1,95,25,70,9.5,95.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-07,2025-03,20,Tarde,1,1,45,12,33,6.75,45.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-08,2025-03,20,Tarde,1,1,135,40,95,13.5,135.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-08,2025-03,21,Noche,1,3,285,75,210,28.5,285.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-09,2025-03,20,Tarde,1,4,500,152,348,75.0,500.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-10,2025-03,14,Comida,1,1,145,42,103,0.0,145.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-10,2025-03,21,Noche,1,4,540,160,380,81.0,540.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-11,2025-03,13,Comida,1,2,450,140,310,90.0,450.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-11,2025-03,20,Tarde,1,2,70,14,56,0.0,70.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-12,2025-03,13,Comida,1,1,55,20,35,8.25,55.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-12,2025-03,20,Tarde,1,1,65,18,47,9.75,65.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-13,2025-03,13,Comida,1,2,270,80,190,0.0,270.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-14,2025-03,14,Comida,2,2,170,45,125,15.0,85.0,Alto,120,25,280000.0,329.0,1.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-14,2025-03,19,Tarde,1,1,95,28,67,9.5,95.0,Alto,120,25,280000.0,329.0,1.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-14,2025-03,21,Noche,1,1,175,55,120,17.5,175.0,Alto,120,25,280000.0,329.0,1.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-15,2025-03,12,Comida,1,1,75,25,50,7.5,75.0,Alto,120,25,280000.0,61.0,1.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-15,2025-03,13,Comida,1,1,135,40,95,13.5,135.0,Alto,120,25,280000.0,61.0,1.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-15,2025-03,14,Comida,1,2,390,116,274,78.0,390.0,Alto,120,25,280000.0,61.0,1.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-16,2025-03,20,Tarde,1,3,285,105,180,28.5,285.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-17,2025-03,19,Tarde,2,2,220,66,154,33.0,110.0,Alto,120,25,280000.0,233.0,1.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-18,2025-03,15,Comida,2,2,260,83,177,43.25,130.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-19,2025-03,12,Comida,1,1,89,25,64,13.35,89.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-19,2025-03,13,Comida,1,1,125,40,85,0.0,125.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-19,2025-03,15,Comida,1,4,380,112,268,38.0,380.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-19,2025-03,19,Tarde,1,1,35,8,27,3.5,35.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-19,2025-03,21,Noche,1,1,175,55,120,17.5,175.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-20,2025-03,14,Comida,2,2,150,40,110,9.5,75.0,Alto,120,25,280000.0,214.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-20,2025-03,20,Tarde,1,3,525,165,360,52.5,525.0,Alto,120,25,280000.0,214.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-21,2025-03,12,Comida,1,1,45,12,33,4.5,45.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-21,2025-03,15,Comida,1,1,55,15,40,5.5,55.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-22,2025-03,14,Comida,2,2,340,105,235,68.0,170.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-23,2025-03,20,Tarde,1,1,95,25,70,9.5,95.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-24,2025-03,19,Tarde,1,1,135,40,95,27.0,135.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-24,2025-03,20,Tarde,1,1,145,42,103,21.75,145.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-25,2025-03,13,Comida,1,2,130,36,94,13.0,130.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-26,2025-03,13,Comida,1,1,175,55,120,35.0,175.0,Alto,120,25,280000.0,1103.0,1.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-27,2025-03,12,Comida,1,2,60,16,44,6.0,60.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-27,2025-03,13,Comida,1,2,270,80,190,0.0,270.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-27,2025-03,21,Noche,1,1,30,8,22,0.0,30.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-28,2025-03,13,Comida,1,1,75,22,53,11.25,75.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-28,2025-03,19,Tarde,1,2,190,50,140,19.0,190.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-30,2025-03,11,Mañana,1,1,95,25,70,9.5,95.0,Alto,120,25,280000.0,82.0,1.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-30,2025-03,12,Comida,1,1,135,40,95,13.5,135.0,Alto,120,25,280000.0,82.0,1.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-03-30,2025-03,14,Comida,2,2,180,53,127,26.5,90.0,Alto,120,25,280000.0,82.0,1.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-01,2025-04,20,Tarde,1,2,190,50,140,19.0,190.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-02,2025-04,13,Comida,1,2,390,116,274,78.0,390.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-03,2025-04,13,Comida,1,1,35,8,27,5.25,35.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-03,2025-04,14,Comida,2,5,495,160,335,33.0,247.5,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-04,2025-04,12,Comida,1,1,95,25,70,14.25,95.0,Alto,120,25,280000.0,22.0,1.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-04,2025-04,13,Comida,1,1,89,25,64,8.9,89.0,Alto,120,25,280000.0,22.0,1.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-04,2025-04,20,Tarde,2,4,480,145,335,68.25,240.0,Alto,120,25,280000.0,22.0,1.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-05,2025-04,11,Mañana,1,3,105,24,81,10.5,105.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-05,2025-04,20,Tarde,3,5,595,184,411,68.5,198.33333333333334,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-05,2025-04,21,Noche,1,4,540,160,380,108.0,540.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-06,2025-04,14,Comida,1,2,370,120,250,55.5,370.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-07,2025-04,12,Comida,2,3,363,110,253,54.1,181.5,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-07,2025-04,19,Tarde,1,1,175,55,120,26.25,175.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-08,2025-04,14,Comida,1,4,540,160,380,54.0,540.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-08,2025-04,21,Noche,1,3,255,84,171,25.5,255.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-09,2025-04,14,Comida,1,4,300,88,212,0.0,300.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-09,2025-04,19,Tarde,1,1,145,42,103,21.75,145.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-10,2025-04,20,Tarde,1,1,35,8,27,3.5,35.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-11,2025-04,14,Comida,2,3,95,23,72,6.0,47.5,Alto,120,25,280000.0,146.0,1.0,1.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-12,2025-04,11,Mañana,1,1,89,25,64,13.35,89.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-12,2025-04,20,Tarde,3,8,700,183,517,140.0,233.33333333333334,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-13,2025-04,13,Comida,1,1,135,40,95,27.0,135.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-13,2025-04,19,Tarde,1,3,195,54,141,19.5,195.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-15,2025-04,13,Comida,2,2,110,33,77,14.5,55.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-15,2025-04,19,Tarde,1,1,165,50,115,16.5,165.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-16,2025-04,14,Comida,1,1,175,55,120,26.25,175.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-17,2025-04,13,Comida,1,2,170,56,114,34.0,170.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-17,2025-04,15,Comida,1,1,55,15,40,8.25,55.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-17,2025-04,20,Tarde,1,2,270,80,190,27.0,270.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-18,2025-04,13,Comida,1,2,178,50,128,26.7,178.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-18,2025-04,14,Comida,1,2,170,56,114,25.5,170.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-18,2025-04,19,Tarde,1,2,350,110,240,52.5,350.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-18,2025-04,21,Noche,1,2,310,90,220,62.0,310.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-19,2025-04,22,Noche,1,1,95,25,70,14.25,95.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-20,2025-04,15,Comida,1,1,95,25,70,9.5,95.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-20,2025-04,20,Tarde,1,2,190,50,140,19.0,190.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-21,2025-04,20,Tarde,1,2,70,16,54,10.5,70.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-22,2025-04,13,Comida,1,1,175,55,120,0.0,175.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-22,2025-04,20,Tarde,2,5,175,40,135,26.25,87.5,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-22,2025-04,21,Noche,1,2,70,16,54,10.5,70.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-23,2025-04,12,Comida,1,4,500,160,340,50.0,500.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-23,2025-04,14,Comida,1,1,85,28,57,17.0,85.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-25,2025-04,12,Comida,1,1,95,25,70,14.25,95.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-25,2025-04,14,Comida,1,1,85,28,57,12.75,85.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-26,2025-04,12,Comida,1,1,95,25,70,0.0,95.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-26,2025-04,20,Tarde,1,1,175,55,120,26.25,175.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-27,2025-04,12,Comida,1,3,255,84,171,51.0,255.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-28,2025-04,14,Comida,1,1,89,25,64,13.35,89.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-28,2025-04,19,Tarde,1,2,330,100,230,49.5,330.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-28,2025-04,20,Tarde,1,1,135,40,95,13.5,135.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-29,2025-04,13,Comida,1,2,178,50,128,0.0,178.0,Alto,120,25,280000.0,68.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-29,2025-04,14,Comida,1,2,190,50,140,19.0,190.0,Alto,120,25,280000.0,68.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-29,2025-04,19,Tarde,1,1,85,28,57,8.5,85.0,Alto,120,25,280000.0,68.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-04-30,2025-04,15,Comida,1,2,110,30,80,22.0,110.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-05-01,2025-05,13,Comida,1,1,35,8,27,5.25,35.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-05-01,2025-05,20,Tarde,1,2,270,80,190,54.0,270.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-05-02,2025-05,14,Comida,1,2,60,16,44,6.0,60.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-05-02,2025-05,21,Noche,1,2,70,16,54,14.0,70.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-05-03,2025-05,13,Comida,1,2,110,30,80,0.0,110.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-05-04,2025-05,12,Comida,1,1,89,25,64,17.8,89.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-05-05,2025-05,12,Comida,1,3,195,54,141,19.5,195.0,Alto,120,25,280000.0,0.0,0.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-05-06,2025-05,13,Comida,1,2,70,16,54,10.5,70.0,Alto,120,25,280000.0,668.0,1.0,0.0
SUC001,Ciudad de México Centro,Ciudad de México,2025-05-07,2025-05,20,Tarde,1,1,125,38,87,12.5,125.0,Alto,120,25,280000.0,4.0,1.0,0.0
